course_id,year_p,is_success,level_enc,is_paid_False,is_paid_True,business_subject,graphic_subject,music_subject,webdev_subject
1057242,2017,0,3,0,1,1,0,0,0
284118,2014,1,0,0,1,1,0,0,0
302562,2014,1,1,0,1,1,0,0,0
596598,2015,1,1,0,1,1,0,0,0
860890,2016,1,0,0,1,1,0,0,0
951050,2016,0,0,0,1,1,0,0,0
796450,2016,1,0,0,1,1,0,0,0
502772,2015,1,0,0,1,1,0,0,0
1102462,2017,0,1,0,1,1,0,0,0
1062092,2017,0,0,0,1,1,0,0,0
891484,2016,1,2,0,1,1,0,0,0
1217064,2017,0,1,0,1,1,0,0,0
382204,2015,1,0,0,1,1,0,0,0
308696,2015,1,1,0,1,1,0,0,0
474928,2015,1,0,0,1,1,0,0,0
1148774,2017,1,1,1,0,1,0,0,0
959144,2016,0,2,0,1,1,0,0,0
1233350,2017,0,1,0,1,1,0,0,0
572744,2015,1,0,0,1,1,0,0,0
724062,2016,0,1,0,1,1,0,0,0
474212,2015,1,0,0,1,1,0,0,0
771276,2016,0,1,0,1,1,0,0,0
388164,2015,1,0,0,1,1,0,0,0
133536,2013,1,1,1,0,1,0,0,0
655300,2015,1,1,0,1,1,0,0,0
949504,2016,0,0,0,1,1,0,0,0
265960,2014,1,0,1,0,1,0,0,0
680044,2015,1,1,0,1,1,0,0,0
923616,2016,1,0,1,0,1,0,0,0
741898,2016,1,0,0,1,1,0,0,0
381330,2014,1,0,0,1,1,0,0,0
545918,2015,1,1,0,1,1,0,0,0
191854,2014,1,1,1,0,1,0,0,0
471546,2015,1,0,0,1,1,0,0,0
866584,2016,1,0,0,1,1,0,0,0
889824,2016,0,0,0,1,1,0,0,0
1191504,2017,0,0,0,1,1,0,0,0
585752,2015,1,0,0,1,1,0,0,0
671578,2015,0,1,0,1,1,0,0,0
151668,2014,1,2,1,0,1,0,0,0
1105344,2017,0,0,0,1,1,0,0,0
44836,2013,1,3,0,1,1,0,0,0
840300,2016,1,0,0,1,1,0,0,0
1100054,2017,0,0,0,1,1,0,0,0
421054,2015,1,0,0,1,1,0,0,0
528784,2015,1,2,0,1,1,0,0,0
637430,2015,1,2,0,1,1,0,0,0
236080,2016,1,3,0,1,1,0,0,0
777444,2016,1,1,1,0,1,0,0,0
474238,2015,1,2,0,1,1,0,0,0
1245244,2017,0,1,0,1,1,0,0,0
1051570,2016,1,0,0,1,1,0,0,0
262370,2014,1,0,0,1,1,0,0,0
1188178,2017,0,0,0,1,1,0,0,0
824592,2016,1,0,0,1,1,0,0,0
1147458,2017,0,0,0,1,1,0,0,0
1243448,2017,0,1,0,1,1,0,0,0
730414,2016,1,0,0,1,1,0,0,0
252396,2014,1,0,0,1,1,0,0,0
1198166,2017,0,0,0,1,1,0,0,0
920604,2016,0,1,0,1,1,0,0,0
215728,2014,1,1,0,1,1,0,0,0
722174,2016,1,0,0,1,1,0,0,0
48841,2013,1,1,1,0,1,0,0,0
907444,2016,0,1,0,1,1,0,0,0
317030,2014,1,2,0,1,1,0,0,0
891490,2016,0,1,0,1,1,0,0,0
1070886,2017,0,2,0,1,1,0,0,0
812616,2016,1,0,0,1,1,0,0,0
407984,2015,1,1,0,1,1,0,0,0
214046,2016,1,1,0,1,1,0,0,0
512400,2015,1,0,0,1,1,0,0,0
377370,2017,1,0,0,1,1,0,0,0
1175694,2017,0,1,0,1,1,0,0,0
945750,2016,1,0,0,1,1,0,0,0
1085580,2017,0,0,0,1,1,0,0,0
1188410,2017,0,2,0,1,1,0,0,0
402836,2015,1,1,0,1,1,0,0,0
588764,2015,1,0,0,1,1,0,0,0
576946,2015,1,1,0,1,1,0,0,0
543242,2015,1,0,0,1,1,0,0,0
502240,2015,1,0,0,1,1,0,0,0
598266,2015,1,1,0,1,1,0,0,0
814068,2016,0,0,0,1,1,0,0,0
1076920,2017,0,1,0,1,1,0,0,0
1103272,2017,0,0,0,1,1,0,0,0
441112,2015,1,0,0,1,1,0,0,0
1022108,2017,0,0,0,1,1,0,0,0
1028030,2016,0,0,0,1,1,0,0,0
1018380,2016,0,0,0,1,1,0,0,0
575676,2015,1,1,0,1,1,0,0,0
1105216,2017,0,0,0,1,1,0,0,0
936328,2016,1,0,0,1,1,0,0,0
43441,2013,1,0,0,1,1,0,0,0
1103718,2017,0,0,0,1,1,0,0,0
584410,2015,1,0,0,1,1,0,0,0
625568,2015,1,0,0,1,1,0,0,0
297742,2014,1,0,0,1,1,0,0,0
24877,2012,1,1,0,1,1,0,0,0
1188742,2017,1,1,1,0,1,0,0,0
597716,2016,0,0,0,1,1,0,0,0
415802,2015,1,0,0,1,1,0,0,0
323950,2014,0,2,0,1,1,0,0,0
488818,2015,1,1,0,1,1,0,0,0
610890,2015,0,2,0,1,1,0,0,0
638980,2015,0,0,0,1,1,0,0,0
599684,2015,0,0,0,1,1,0,0,0
332848,2014,1,0,0,1,1,0,0,0
354324,2014,0,1,0,1,1,0,0,0
379682,2014,1,0,0,1,1,0,0,0
319020,2014,1,0,0,1,1,0,0,0
713258,2016,0,1,0,1,1,0,0,0
537884,2015,1,0,0,1,1,0,0,0
919906,2016,1,1,1,0,1,0,0,0
46010,2013,1,2,0,1,1,0,0,0
777932,2016,0,0,0,1,1,0,0,0
773934,2016,0,0,0,1,1,0,0,0
221306,2014,1,0,0,1,1,0,0,0
830994,2016,0,0,0,1,1,0,0,0
723510,2016,0,0,0,1,1,0,0,0
42643,2013,0,3,0,1,1,0,0,0
411778,2015,1,2,0,1,1,0,0,0
366514,2015,0,0,0,1,1,0,0,0
471588,2015,0,0,0,1,1,0,0,0
390096,2015,0,2,0,1,1,0,0,0
607876,2015,0,0,0,1,1,0,0,0
249950,2014,1,2,1,0,1,0,0,0
792216,2016,0,0,0,1,1,0,0,0
45139,2013,0,0,0,1,1,0,0,0
692176,2016,1,1,1,0,1,0,0,0
1224262,2017,0,3,0,1,1,0,0,0
598094,2015,0,0,0,1,1,0,0,0
40039,2013,0,0,0,1,1,0,0,0
1266148,2017,0,2,1,0,1,0,0,0
791422,2017,0,0,0,1,1,0,0,0
352150,2014,0,0,0,1,1,0,0,0
791436,2017,0,0,0,1,1,0,0,0
537878,2015,1,0,0,1,1,0,0,0
923184,2016,0,0,0,1,1,0,0,0
476256,2015,1,2,0,1,1,0,0,0
552504,2015,0,0,0,1,1,0,0,0
537888,2015,1,0,0,1,1,0,0,0
385686,2015,1,0,0,1,1,0,0,0
738900,2016,0,1,0,1,1,0,0,0
57415,2013,0,1,0,1,1,0,0,0
155344,2014,1,1,0,1,1,0,0,0
42491,2013,0,2,0,1,1,0,0,0
511952,2015,0,0,0,1,1,0,0,0
530246,2015,0,0,0,1,1,0,0,0
862786,2016,0,0,0,1,1,0,0,0
165122,2014,1,1,0,1,1,0,0,0
530768,2015,0,3,0,1,1,0,0,0
218416,2015,1,0,0,1,1,0,0,0
619296,2015,0,1,0,1,1,0,0,0
717278,2016,0,0,0,1,1,0,0,0
445916,2015,0,0,0,1,1,0,0,0
267984,2014,1,0,0,1,1,0,0,0
180362,2014,0,0,0,1,1,0,0,0
364810,2014,0,2,0,1,1,0,0,0
692722,2016,1,0,0,1,1,0,0,0
298558,2014,0,2,0,1,1,0,0,0
480752,2015,0,0,0,1,1,0,0,0
637922,2015,1,0,0,1,1,0,0,0
337320,2014,1,0,0,1,1,0,0,0
876646,2016,0,0,0,1,1,0,0,0
529424,2015,1,1,0,1,1,0,0,0
720814,2016,1,1,0,1,1,0,0,0
515326,2015,1,0,0,1,1,0,0,0
1218552,2017,1,1,1,0,1,0,0,0
851106,2016,1,1,1,0,1,0,0,0
429308,2015,0,2,0,1,1,0,0,0
302450,2015,0,0,0,1,1,0,0,0
1117834,2017,0,0,0,1,1,0,0,0
190816,2014,1,0,1,0,1,0,0,0
244000,2014,0,2,0,1,1,0,0,0
429482,2015,0,0,0,1,1,0,0,0
831940,2017,0,1,0,1,1,0,0,0
833770,2017,0,0,0,1,1,0,0,0
658764,2015,0,0,0,1,1,0,0,0
707224,2017,0,1,0,1,1,0,0,0
64739,2013,0,0,0,1,1,0,0,0
907716,2016,0,0,0,1,1,0,0,0
1030976,2017,0,1,0,1,1,0,0,0
722682,2016,1,0,0,1,1,0,0,0
1122146,2017,0,1,0,1,1,0,0,0
808506,2016,0,3,0,1,1,0,0,0
673016,2015,1,0,0,1,1,0,0,0
358062,2014,1,0,0,1,1,0,0,0
372234,2015,1,2,0,1,1,0,0,0
822514,2016,1,0,0,1,1,0,0,0
1045726,2016,0,1,0,1,1,0,0,0
943426,2016,0,1,0,1,1,0,0,0
46927,2013,1,1,0,1,1,0,0,0
567070,2015,1,2,0,1,1,0,0,0
867440,2016,0,2,0,1,1,0,0,0
501996,2015,0,0,0,1,1,0,0,0
1103590,2017,0,0,0,1,1,0,0,0
1172370,2017,0,1,0,1,1,0,0,0
673702,2015,0,2,0,1,1,0,0,0
821108,2016,0,1,0,1,1,0,0,0
863998,2016,0,0,0,1,1,0,0,0
822926,2016,0,0,0,1,1,0,0,0
666254,2015,0,0,0,1,1,0,0,0
421546,2015,1,0,1,0,1,0,0,0
518886,2015,0,1,0,1,1,0,0,0
868128,2016,0,0,0,1,1,0,0,0
986034,2016,0,0,0,1,1,0,0,0
42642,2013,0,0,0,1,1,0,0,0
471428,2015,1,0,1,0,1,0,0,0
600206,2015,0,1,0,1,1,0,0,0
283780,2014,1,0,1,0,1,0,0,0
52118,2016,1,0,1,0,1,0,0,0
42640,2013,0,3,0,1,1,0,0,0
767256,2016,0,0,0,1,1,0,0,0
843854,2016,0,0,0,1,1,0,0,0
247558,2014,0,0,0,1,1,0,0,0
696616,2016,0,2,0,1,1,0,0,0
205810,2014,1,1,1,0,1,0,0,0
507486,2015,0,0,0,1,1,0,0,0
965306,2016,1,2,1,0,1,0,0,0
1128662,2017,0,3,0,1,1,0,0,0
1068986,2017,1,0,1,0,1,0,0,0
627706,2015,0,1,0,1,1,0,0,0
255280,2014,1,0,0,1,1,0,0,0
628944,2015,0,0,0,1,1,0,0,0
537886,2015,1,0,0,1,1,0,0,0
517938,2015,1,0,0,1,1,0,0,0
779678,2016,0,0,0,1,1,0,0,0
494330,2015,0,1,0,1,1,0,0,0
153926,2014,0,1,0,1,1,0,0,0
806122,2016,0,1,0,1,1,0,0,0
725658,2016,0,0,0,1,1,0,0,0
1032234,2016,0,0,0,1,1,0,0,0
996542,2016,0,0,0,1,1,0,0,0
756520,2016,0,1,0,1,1,0,0,0
768028,2016,0,0,0,1,1,0,0,0
73030,2013,0,0,0,1,1,0,0,0
476880,2015,0,0,0,1,1,0,0,0
773060,2016,0,0,0,1,1,0,0,0
552058,2015,0,0,0,1,1,0,0,0
509512,2015,0,1,0,1,1,0,0,0
497236,2015,0,0,0,1,1,0,0,0
471556,2015,1,0,0,1,1,0,0,0
403602,2015,0,0,0,1,1,0,0,0
326948,2014,1,2,0,1,1,0,0,0
537896,2015,1,0,0,1,1,0,0,0
797762,2016,0,0,0,1,1,0,0,0
674350,2016,0,1,0,1,1,0,0,0
439362,2015,0,0,0,1,1,0,0,0
42634,2013,0,2,0,1,1,0,0,0
494800,2015,0,0,0,1,1,0,0,0
1222836,2017,0,1,0,1,1,0,0,0
990440,2016,0,2,0,1,1,0,0,0
109988,2013,1,0,0,1,1,0,0,0
815482,2016,0,0,0,1,1,0,0,0
569436,2015,0,1,0,1,1,0,0,0
803664,2016,0,1,0,1,1,0,0,0
213154,2014,0,1,0,1,1,0,0,0
484132,2015,0,0,0,1,1,0,0,0
640062,2015,0,0,0,1,1,0,0,0
363404,2015,1,1,1,0,1,0,0,0
454724,2015,1,0,0,1,1,0,0,0
702278,2016,0,0,0,1,1,0,0,0
323196,2014,0,1,0,1,1,0,0,0
1225686,2017,0,3,0,1,1,0,0,0
443584,2015,0,0,0,1,1,0,0,0
1034074,2016,1,0,1,0,1,0,0,0
1209694,2017,1,0,1,0,1,0,0,0
418732,2015,1,0,1,0,1,0,0,0
757450,2016,0,0,0,1,1,0,0,0
403468,2015,1,0,0,1,1,0,0,0
761808,2016,0,0,0,1,1,0,0,0
614510,2015,1,0,0,1,1,0,0,0
519776,2015,1,0,0,1,1,0,0,0
805336,2016,1,1,1,0,1,0,0,0
828254,2016,1,1,1,0,1,0,0,0
471440,2015,1,0,0,1,1,0,0,0
478598,2015,0,1,0,1,1,0,0,0
394636,2015,1,0,0,1,1,0,0,0
512004,2015,0,0,0,1,1,0,0,0
1194426,2017,0,0,1,0,1,0,0,0
538540,2015,1,0,0,1,1,0,0,0
406922,2015,1,0,0,1,1,0,0,0
743914,2016,0,1,0,1,1,0,0,0
419308,2015,0,0,0,1,1,0,0,0
542028,2015,0,1,0,1,1,0,0,0
482534,2015,0,0,0,1,1,0,0,0
716136,2016,0,0,0,1,1,0,0,0
737514,2016,0,0,0,1,1,0,0,0
471446,2015,1,0,0,1,1,0,0,0
920424,2016,0,0,0,1,1,0,0,0
49886,2013,1,0,0,1,1,0,0,0
292462,2014,1,0,0,1,1,0,0,0
211874,2014,1,1,0,1,1,0,0,0
754028,2016,1,1,1,0,1,0,0,0
546924,2015,1,1,0,1,1,0,0,0
105972,2013,1,0,0,1,1,0,0,0
556068,2015,1,0,0,1,1,0,0,0
1053272,2017,0,0,0,1,1,0,0,0
1273896,2017,0,1,0,1,1,0,0,0
317572,2014,1,1,0,1,1,0,0,0
738910,2016,1,3,0,1,1,0,0,0
1015274,2016,1,0,0,1,1,0,0,0
934574,2016,1,0,0,1,1,0,0,0
1110470,2017,0,0,0,1,1,0,0,0
988804,2016,0,1,0,1,1,0,0,0
529718,2015,1,0,0,1,1,0,0,0
998872,2016,1,1,0,1,1,0,0,0
1023670,2016,0,1,0,1,1,0,0,0
571394,2015,1,0,0,1,1,0,0,0
637176,2015,1,0,0,1,1,0,0,0
677802,2015,1,1,0,1,1,0,0,0
1084642,2017,0,0,0,1,1,0,0,0
739390,2016,1,0,0,1,1,0,0,0
1134864,2017,0,1,0,1,1,0,0,0
489146,2015,1,0,0,1,1,0,0,0
910650,2016,1,0,0,1,1,0,0,0
1079040,2017,0,0,0,1,1,0,0,0
109622,2013,1,1,0,1,1,0,0,0
881378,2016,0,1,0,1,1,0,0,0
474150,2015,1,0,0,1,1,0,0,0
1046724,2016,0,0,0,1,1,0,0,0
1095116,2017,0,0,0,1,1,0,0,0
233900,2014,1,0,0,1,1,0,0,0
116128,2013,1,0,0,1,1,0,0,0
1249164,2017,0,2,0,1,1,0,0,0
877106,2016,0,1,0,1,1,0,0,0
65105,2013,0,0,0,1,1,0,0,0
889066,2016,0,1,0,1,1,0,0,0
28172,2012,0,1,0,1,1,0,0,0
257996,2015,0,1,0,1,1,0,0,0
811534,2016,0,1,0,1,1,0,0,0
95176,2014,0,0,0,1,1,0,0,0
880564,2016,0,0,0,1,1,0,0,0
613944,2015,0,2,0,1,1,0,0,0
1208148,2017,0,2,0,1,1,0,0,0
24815,2012,0,2,0,1,1,0,0,0
736836,2016,0,0,0,1,1,0,0,0
462474,2015,0,0,0,1,1,0,0,0
73938,2013,0,0,0,1,1,0,0,0
158444,2016,0,0,0,1,1,0,0,0
577198,2015,0,0,0,1,1,0,0,0
993160,2016,0,1,0,1,1,0,0,0
233294,2014,0,1,0,1,1,0,0,0
281844,2014,0,0,0,1,1,0,0,0
1072156,2017,0,1,1,0,1,0,0,0
607362,2015,0,0,0,1,1,0,0,0
1069866,2017,0,1,0,1,1,0,0,0
25794,2012,0,0,0,1,1,0,0,0
387348,2015,0,1,0,1,1,0,0,0
475912,2015,0,0,0,1,1,0,0,0
332690,2014,0,1,0,1,1,0,0,0
830870,2016,1,1,1,0,1,0,0,0
199822,2014,1,0,1,0,1,0,0,0
56058,2013,0,0,0,1,1,0,0,0
587232,2015,0,0,0,1,1,0,0,0
398798,2015,0,0,0,1,1,0,0,0
130366,2014,0,2,0,1,1,0,0,0
530430,2015,0,1,0,1,1,0,0,0
615204,2015,0,0,0,1,1,0,0,0
441016,2015,0,0,0,1,1,0,0,0
598722,2015,0,0,0,1,1,0,0,0
1225674,2017,0,2,0,1,1,0,0,0
1167536,2017,0,0,0,1,1,0,0,0
979616,2016,0,0,0,1,1,0,0,0
528488,2015,1,1,1,0,1,0,0,0
832832,2016,0,0,0,1,1,0,0,0
256094,2014,1,1,0,1,1,0,0,0
975074,2016,0,0,0,1,1,0,0,0
436488,2015,0,0,0,1,1,0,0,0
72644,2013,0,0,0,1,1,0,0,0
980408,2017,0,2,0,1,1,0,0,0
343886,2014,1,2,0,1,1,0,0,0
837322,2016,0,0,0,1,1,0,0,0
1157298,2017,0,1,0,1,1,0,0,0
1282064,2017,0,1,0,1,1,0,0,0
1247992,2017,0,1,0,1,1,0,0,0
1251582,2017,0,2,0,1,1,0,0,0
1258666,2017,0,2,0,1,1,0,0,0
1168172,2017,0,1,0,1,1,0,0,0
1233314,2017,0,2,0,1,1,0,0,0
1276182,2017,0,2,0,1,1,0,0,0
1187084,2017,0,0,0,1,1,0,0,0
1084454,2017,0,0,0,1,1,0,0,0
885413,2016,0,1,0,1,1,0,0,0
178602,2014,0,0,0,1,1,0,0,0
601912,2015,0,2,0,1,1,0,0,0
831170,2016,1,0,1,0,1,0,0,0
327788,2015,0,0,0,1,1,0,0,0
324656,2014,0,0,0,1,1,0,0,0
1220862,2017,0,0,0,1,1,0,0,0
403628,2015,0,0,0,1,1,0,0,0
280842,2015,0,0,0,1,1,0,0,0
306360,2014,0,1,0,1,1,0,0,0
521234,2015,0,0,0,1,1,0,0,0
327962,2014,0,0,0,1,1,0,0,0
790034,2016,0,0,0,1,1,0,0,0
400976,2015,0,0,0,1,1,0,0,0
892446,2016,0,2,0,1,1,0,0,0
322118,2014,0,0,0,1,1,0,0,0
1029062,2016,0,2,0,1,1,0,0,0
1048496,2016,0,0,0,1,1,0,0,0
501502,2015,0,0,0,1,1,0,0,0
74004,2013,0,0,0,1,1,0,0,0
226084,2014,1,0,1,0,1,0,0,0
968056,2016,0,0,0,1,1,0,0,0
1107904,2017,0,0,0,1,1,0,0,0
691180,2016,0,1,0,1,1,0,0,0
843536,2016,0,0,0,1,1,0,0,0
532836,2015,0,1,0,1,1,0,0,0
493014,2015,1,0,0,1,1,0,0,0
955748,2016,1,1,1,0,1,0,0,0
49798,2013,1,0,1,0,1,0,0,0
429662,2015,0,3,0,1,1,0,0,0
97338,2013,1,1,1,0,1,0,0,0
510178,2015,1,0,0,1,1,0,0,0
1002282,2016,0,0,0,1,1,0,0,0
706670,2016,0,0,0,1,1,0,0,0
275294,2014,1,0,0,1,1,0,0,0
594936,2015,1,0,0,1,1,0,0,0
521342,2015,1,1,0,1,1,0,0,0
828740,2016,0,0,0,1,1,0,0,0
501960,2015,1,0,1,0,1,0,0,0
486240,2015,0,0,0,1,1,0,0,0
869652,2016,0,0,0,1,1,0,0,0
1095700,2017,0,1,0,1,1,0,0,0
169662,2014,0,0,0,1,1,0,0,0
1041522,2016,0,0,0,1,1,0,0,0
657130,2015,0,1,0,1,1,0,0,0
774570,2016,0,0,0,1,1,0,0,0
1078520,2017,0,1,0,1,1,0,0,0
999262,2016,0,0,0,1,1,0,0,0
100526,2013,0,0,0,1,1,0,0,0
513046,2015,0,0,0,1,1,0,0,0
309854,2015,0,2,0,1,1,0,0,0
580068,2015,0,0,0,1,1,0,0,0
304410,2014,0,0,0,1,1,0,0,0
782256,2016,0,0,0,1,1,0,0,0
826912,2016,0,0,0,1,1,0,0,0
313512,2014,0,1,0,1,1,0,0,0
759262,2016,0,1,0,1,1,0,0,0
359926,2016,0,1,0,1,1,0,0,0
591724,2017,0,0,0,1,1,0,0,0
533458,2015,0,0,0,1,1,0,0,0
1064904,2017,0,0,0,1,1,0,0,0
484134,2015,0,0,0,1,1,0,0,0
1046940,2017,0,0,0,1,1,0,0,0
1107954,2017,0,0,0,1,1,0,0,0
455452,2015,0,0,0,1,1,0,0,0
1263966,2017,0,2,0,1,1,0,0,0
658766,2015,0,0,0,1,1,0,0,0
927442,2016,0,1,0,1,1,0,0,0
972126,2016,0,0,0,1,1,0,0,0
1031696,2016,0,2,0,1,1,0,0,0
742106,2016,0,2,0,1,1,0,0,0
355374,2014,0,2,0,1,1,0,0,0
529828,2015,0,0,0,1,1,0,0,0
538560,2015,0,1,0,1,1,0,0,0
994666,2016,0,1,0,1,1,0,0,0
389108,2015,0,0,0,1,1,0,0,0
38456,2013,0,2,0,1,1,0,0,0
282050,2014,0,0,0,1,1,0,0,0
607800,2015,0,0,0,1,1,0,0,0
832410,2016,0,0,0,1,1,0,0,0
779000,2016,1,1,1,0,1,0,0,0
180372,2014,0,0,0,1,1,0,0,0
429952,2015,0,0,0,1,1,0,0,0
172898,2014,0,0,0,1,1,0,0,0
180360,2014,0,0,0,1,1,0,0,0
713416,2016,0,0,0,1,1,0,0,0
407658,2015,0,1,0,1,1,0,0,0
572992,2015,0,0,0,1,1,0,0,0
192724,2014,0,0,0,1,1,0,0,0
469526,2015,0,0,0,1,1,0,0,0
854764,2016,0,0,0,1,1,0,0,0
754524,2016,0,2,0,1,1,0,0,0
851288,2016,0,2,0,1,1,0,0,0
363058,2014,0,2,0,1,1,0,0,0
700080,2016,0,0,0,1,1,0,0,0
637452,2015,0,1,0,1,1,0,0,0
360916,2014,0,0,0,1,1,0,0,0
375594,2014,1,0,0,1,1,0,0,0
703770,2016,0,0,0,1,1,0,0,0
602032,2015,1,0,0,1,1,0,0,0
475032,2015,1,3,0,1,1,0,0,0
925854,2017,0,1,0,1,1,0,0,0
895936,2016,0,1,0,1,1,0,0,0
399170,2015,1,1,0,1,1,0,0,0
593460,2015,0,0,0,1,1,0,0,0
1225564,2017,0,3,0,1,1,0,0,0
774174,2016,1,0,1,0,1,0,0,0
294292,2014,1,0,0,1,1,0,0,0
189160,2014,1,0,1,0,1,0,0,0
1000136,2017,0,1,0,1,1,0,0,0
1232382,2017,0,2,0,1,1,0,0,0
1058530,2017,0,0,0,1,1,0,0,0
994118,2017,0,0,0,1,1,0,0,0
621014,2015,0,3,0,1,1,0,0,0
673750,2015,0,0,0,1,1,0,0,0
390510,2015,0,0,0,1,1,0,0,0
282044,2014,0,1,0,1,1,0,0,0
118836,2013,0,0,0,1,1,0,0,0
849632,2016,0,1,0,1,1,0,0,0
904240,2016,0,0,0,1,1,0,0,0
1165780,2017,0,1,0,1,1,0,0,0
304424,2014,0,0,0,1,1,0,0,0
1246684,2017,0,0,0,1,1,0,0,0
591880,2015,0,1,0,1,1,0,0,0
155616,2014,0,0,0,1,1,0,0,0
1185936,2017,0,0,1,0,1,0,0,0
65802,2013,0,0,0,1,1,0,0,0
229360,2014,0,0,0,1,1,0,0,0
159388,2014,0,0,0,1,1,0,0,0
172298,2014,0,0,0,1,1,0,0,0
570996,2015,0,0,0,1,1,0,0,0
944594,2016,0,3,0,1,1,0,0,0
81064,2013,0,0,0,1,1,0,0,0
364034,2014,0,1,0,1,1,0,0,0
119276,2013,0,1,0,1,1,0,0,0
753610,2017,0,1,0,1,1,0,0,0
616564,2015,0,1,0,1,1,0,0,0
596026,2015,0,0,0,1,1,0,0,0
1264512,2017,0,0,0,1,1,0,0,0
499504,2015,0,1,0,1,1,0,0,0
903326,2016,0,0,0,1,1,0,0,0
412108,2015,0,2,0,1,1,0,0,0
865630,2016,0,0,0,1,1,0,0,0
1210062,2017,0,1,0,1,1,0,0,0
1180960,2017,0,0,0,1,1,0,0,0
660846,2015,0,0,0,1,1,0,0,0
829206,2016,0,1,0,1,1,0,0,0
385604,2016,0,0,0,1,1,0,0,0
302468,2014,0,0,0,1,1,0,0,0
331600,2014,0,0,0,1,1,0,0,0
557436,2015,0,1,0,1,1,0,0,0
1162656,2017,0,1,0,1,1,0,0,0
389834,2016,0,0,0,1,1,0,0,0
304414,2014,0,0,0,1,1,0,0,0
55136,2013,0,0,0,1,1,0,0,0
619792,2016,0,0,0,1,1,0,0,0
505144,2015,0,2,0,1,1,0,0,0
688244,2015,0,1,0,1,1,0,0,0
642060,2016,0,0,0,1,1,0,0,0
114518,2014,1,0,1,0,1,0,0,0
1050168,2017,0,0,0,1,1,0,0,0
